"Linear Velocity"
"Time (sec)","Linear Velocity1 (meter/sec)"
0,-2.09493113792464
0.00416666666666667,-2.10364300340112
0.00833333333333333,-2.10886344565497
0.0125,-2.11186765299542
0.0166666666666667,-2.10839472540618
0.0208333333333333,-2.10097277380571
0.025,-2.08863748895834
0.0291666666666667,-2.07216558770213
0.0333333333333333,-2.05152642363438
0.0375,-2.0260832735904
0.0416666666666667,-1.99606422364301
0.0458333333333333,-1.96146828986381
0.05,-1.92230938644687
0.0541666666666667,-1.87861667121102
0.0583333333333333,-1.8304348031011
0.0625,-1.77782410976562
0.0666666666666667,-1.72086066433447
0.0708333333333333,-1.65963627134116
0.075,-1.59425836251017
0.0791666666666667,-1.52484980392749
0.0833333333333333,-1.45154861672153
0.0875,-1.37450761402492
0.0916666666666667,-1.29389395742598
0.0958333333333333,-1.20988863667443
0.1,-1.12268587658074
0.104166666666667,-1.03249247550945
0.108333333333333,-0.939527079939012
0.1125,-0.844019399781389
0.116666666666667,-0.746209369224712
0.120833333333333,-0.646346257907866
0.125,-0.544687737258898
0.129166666666667,-0.441498906800329
0.133333333333333,-0.337051285202696
0.1375,-0.231621770812283
0.141666666666667,-0.125491576299657
0.145833333333333,-0.018945142178294
0.15,0.0877309664304666
0.154166666666667,0.194249174937878
0.158333333333333,0.300322021983436
0.1625,0.405663284974307
0.166666666666667,0.509989103872004
0.170833333333333,0.613019098519495
0.175,0.714477474731828
0.179166666666667,0.814094114271837
0.183333333333333,0.911605643675038
0.1875,1.00675647682176
0.191666666666667,1.09929982596792
0.195833333333334,1.18899867585766
0.2,1.27562671532349
0.204166666666667,1.35896922102362
0.208333333333334,1.43882388717374
0.2125,1.51500159620454
0.216666666666667,1.58732712415912
0.220833333333334,1.65563977566542
0.225,1.71979394294607
0.229166666666667,1.77965958386552
0.233333333333334,1.83512261427367
0.2375,1.88608521039566
0.241666666666667,1.93246601758956
0.245833333333334,1.97420026244766
0.25,2.01123976601296
0.254166666666667,2.0435528567193
0.258333333333334,2.07112418269944
0.2625,2.09395442398594
0.266666666666667,2.11205990643684
0.270833333333334,2.12547212013026
0.275,2.1342371462736
0.279166666666667,2.13841499773137
0.283333333333334,2.13807887941033
0.2875,2.13331437575637
0.291666666666667,2.12421857360665
0.295833333333334,2.11089912943904
0.3,2.09347329080381
0.304166666666667,2.07206688224895
0.308333333333333,2.04681326644387
0.3125,2.01785229140774
0.316666666666667,1.98532923476581
0.320833333333333,1.94939375578048
0.325,1.91019886558553
0.329166666666667,1.86789992549426
0.333333333333333,1.82265368263755
0.3375,1.7746173513335
0.341666666666667,1.7239477477369
0.345833333333333,1.67080048426387
0.35,1.61532922928279
0.354166666666667,1.55768503643972
0.358333333333333,1.49801574690755
0.3625,1.43646546677312
0.366666666666667,1.3731741207253
0.370833333333333,1.30827708224149
0.375,1.24190487957921
0.379166666666667,1.17418297598549
0.383333333333333,1.10523162197678
0.3875,1.03516577670321
0.391666666666666,0.964095095108397
0.395833333333333,0.892123977022917
0.4,0.819351674101524
0.404166666666666,0.745872450245978
0.408333333333333,0.671775791028856
0.4125,0.597146657556373
0.416666666666666,0.522065780197286
0.420833333333333,0.44660998772069
0.425,0.370852567169773
0.429166666666666,0.294863650639863
0.433333333333333,0.218710624110281
0.4375,0.142458554939533
0.441666666666666,0.0661706336349325
0.445833333333333,-0.010091373559042
0.45,-0.0862666650153211
0.454166666666666,-0.162294940516846
0.458333333333333,-0.238115937893499
0.4625,-0.313668972902218
0.466666666666666,-0.388892485663404
0.470833333333333,-0.463723596971164
0.475,-0.538097677816679
0.479166666666666,-0.611947935463964
0.483333333333333,-0.685205019483495
0.487499999999999,-0.75779665126706
0.491666666666666,-0.829647280363863
0.495833333333333,-0.900677771545406
0.499999999999999,-0.970805125893034
0.504166666666666,-1.03994223984092
0.508333333333333,-1.10799770573176
0.512499999999999,-1.17487565759055
0.516666666666666,-1.240475665691
0.520833333333333,-1.30469268338613
0.524999999999999,-1.36741704947934
0.529166666666666,-1.42853454916654
0.533333333333333,-1.48792653625079
0.537499999999999,-1.54547011894311
0.541666666666666,-1.60103841104045
0.545833333333333,-1.65450084981179
0.549999999999999,-1.70572358111759
0.554166666666666,-1.75456991181009
0.558333333333333,-1.8009008284732
0.562499999999999,-1.84457558090627
0.566666666666666,-1.88545232781751
0.570833333333333,-1.92338884133978
0.574999999999999,-1.95824326610514
0.579166666666666,-1.98987492773344
0.583333333333332,-2.01814518476915
0.587499999999999,-2.04291831730649
0.591666666666666,-2.06406244486037
0.595833333333332,-2.08145046538806
0.599999999999999,-2.09496100690754
0.604166666666666,-2.10447938272957
0.608333333333332,-2.1098985411079
0.612499999999999,-2.11111999996681
0.616666666666666,-2.10805475744376
0.620833333333332,-2.10062416911185
0.624999999999999,-2.08876078311864
0.629166666666666,-2.07240912488948
0.633333333333332,-2.05152642363754
0.637499999999999,-2.02608327359374
0.641666666666666,-1.99606422363944
0.645833333333332,-1.96146828986528
0.649999999999999,-1.92230938644667
0.654166666666666,-1.87861667121071
0.658333333333332,-1.83043480310194
0.662499999999999,-1.77782410976499
0.666666666666666,-1.7208606643347
0.670833333333332,-1.6596362713413
0.674999999999999,-1.5942583625103
0.679166666666665,-1.52484980392694
0.683333333333332,-1.45154861672176
0.687499999999999,-1.37450761402506
0.691666666666665,-1.29389395742583
0.695833333333332,-1.20988863667483
0.699999999999999,-1.12268587658015
0.704166666666665,-1.03249247551006
0.708333333333332,-0.939527079938791
0.712499999999999,-0.844019399781092
0.716666666666665,-0.746209369225357
0.720833333333332,-0.64634625790744
0.724999999999999,-0.544687737259195
0.729166666666665,-0.441498906800184
0.733333333333332,-0.337051285202717
0.737499999999999,-0.231621770812465
0.741666666666665,-0.125491576299532
0.745833333333332,-0.0189451421783729
0.749999999999999,0.0877309664301826
0.754166666666665,0.194249174938226
0.758333333333332,0.300322021983047
0.762499999999999,0.405663284974559
0.766666666666665,0.509989103871565
0.770833333333332,0.613019098519811
0.774999999999998,0.714477474731588
0.779166666666665,0.814094114271863
0.783333333333332,0.911605643675228
0.787499999999998,1.00675647682119
0.791666666666665,1.09929982596831
0.795833333333332,1.18899867585741
0.799999999999998,1.27562671532347
0.804166666666665,1.35896922102336
0.808333333333332,1.43882388717429
0.812499999999998,1.51500159620406
0.816666666666665,1.58732712415949
0.820833333333332,1.65563977566519
0.824999999999998,1.7197939429456
0.829166666666665,1.77965958386634
0.833333333333332,1.83512261427327
0.837499999999998,1.88608521039554
0.841666666666665,1.93246601758994
0.845833333333332,1.97420026244809
0.849999999999998,2.0112397660118
0.854166666666665,2.04355285672
0.858333333333332,2.07112418269904
0.862499999999998,2.09395442398595
0.866666666666665,2.11205990643762
0.870833333333331,2.12547212012923
0.874999999999998,2.13423714627386
0.879166666666665,2.13841499773139
0.883333333333331,2.13807887941022
0.887499999999998,2.13331437575717
0.891666666666665,2.12421857360543
0.895833333333331,2.11089912943981
0.899999999999998,2.09347329080338
0.904166666666665,2.07206688224913
0.908333333333331,2.04681326644442
0.912499999999998,2.01785229140702
0.916666666666665,1.9853292347659
0.920833333333331,1.9493937557809
0.924999999999998,1.91019886558494
0.929166666666665,1.86789992549436
0.933333333333331,1.82265368263797
0.937499999999998,1.77461735133333
0.941666666666665,1.72394774773695
0.945833333333331,1.6708004842637
0.949999999999998,1.61532922928244
0.954166666666664,1.55768503644047
0.958333333333331,1.49801574690738
0.962499999999998,1.43646546677316
0.966666666666664,1.37317412072538
0.970833333333331,1.30827708224177
0.974999999999998,1.24190487957872
0.979166666666664,1.17418297598579
0.983333333333331,1.10523162197656
0.987499999999998,1.03516577670322
0.991666666666664,0.964095095108522
0.995833333333331,0.892123977022963
0.999999999999998,0.819351674101724
1.00416666666666,0.745872450245922
1.00833333333333,0.671775791028856
1.0125,0.597146657556698
1.01666666666666,0.522065780197061
1.02083333333333,0.446609987720896
1.025,0.370852567169594
1.02916666666666,0.294863650640031
1.03333333333333,0.218710624110336
1.0375,0.142458554939606
1.04166666666666,0.0661706336347942
1.04583333333333,-0.0100913735588015
1.05,-0.0862666650154296
1.05416666666666,-0.162294940516676
1.05833333333333,-0.238115937893427
1.0625,-0.313668972902383
1.06666666666666,-0.388892485663237
1.07083333333333,-0.463723596971159
1.075,-0.538097677816575
1.07916666666666,-0.611947935463949
1.08333333333333,-0.685205019483436
1.0875,-0.757796651267078
1.09166666666666,-0.829647280363797
1.09583333333333,-0.900677771545284
1.1,-0.970805125892917
1.10416666666666,-1.03994223984119
1.10833333333333,-1.10799770573164
1.1125,-1.17487565759061
1.11666666666666,-1.2404756656912
1.12083333333333,-1.30469268338572
1.125,-1.36741704947963
1.12916666666666,-1.42853454916629
1.13333333333333,-1.48792653625058
1.1375,-1.5454701189433
1.14166666666666,-1.60103841104082
1.14583333333333,-1.654500849811
